地上攻撃,,,,,,,,,,,,,,,,,,,,,
,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,,,,慣性消去,
弱攻撃,弱1,3,17,3,3.6,4F,"6-30Fは弱2に移行可能。
ボタン押しっぱなしでは16F目に移行。",,,,,,,0,1,1,,,,なし,
,弱2,3-4,19,4,4.8,5F,,,,,,,,0,1,1,,,,-,
ダッシュ攻撃,,10-12,40,11,13.2,10F,,,,,,,,0,1,1,,,,1F,
,持続,13-20,,8,9.6,8F,,,,,,,,0,1,1,,,,,
横強,全シフト,5-7,29,8,9.6,8F,,,,,,,,0,1,1,,,,なし,
上強,,8-15,31,7,8.4,7F,,,,,,,,0,1,1,,,,なし,
下強,,8-10,23,5/4.5/4,6/5.4/4.8,6F/5F/5F,転倒率：+30% (先端のみ),,,,,,,0,1,1,,,,1F,
横スマッシュ,全シフト,14-16,52,15.5/14,18.6/16.8,10F/10F,"頭無敵：12-16F
溜め開始：8F目",,,,,,,0,1,1,,,,なし,
上スマッシュ,,11-13,46,14,16.8,10F,"左足先無敵：11-13F
溜め開始：8F目",,,,,,,0,1,1,,,,なし,
,持続,14-16,,12,14.4,8F,,,,,,,,0,1,1,,,,,
下スマッシュ,Hit 1,7-8,49,12/10,14.4/12,8F/7F,溜め開始：4F目,,,,,,,0,1,1,,,,1F,
,Hit 2,22-23,,12/10,14.4/12,8F/7F,,,,,,,,0,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,,
空中攻撃,,,,,,,,,,,,,,,,,,,,,
,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ダメ (1v1+小J),ガード硬直,着地隙,着地隙発生F,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,備考,,,,
空N,,3-4,44,10,12,10.2,4F,7,3-37,,,,,0,1,1,,,,,
,持続1,5-11,,7,8.4,7.14,3F,,,,,,,0,1,1,,,,,
,持続2,12-25,,5,6,5.1,3F,,,,,,,0,1,1,,,,,
空前,,16-20,43,15/14,18/16.8,15.3/14.28,5F/5F,12,4-39,,,,,0,1,1,,,,,
空後,HIt 1,11,55,3.5,4.2,3.57,2F,11,6-43,,,,,0,1,1,,,,,
,Hit 2,14,,3.5,4.2,3.57,2F,,,,,,,,,,,,,,
,Hit 3,18-19,,5.5,6.6,5.61,3F,,,,,,,0,1,1,,,,,
空上,,5-6,36,12,14.4,12.24,5F,8,5-30,,,,,0,1,1,,,,,
空下,Hit 1-6,"16, 18, 20, 
22, 24, 26",56,2.3,2.76,2.346,2F,17,14-49,,,,,0,1,1,,,,,
,Hit 7-12,"28, 30, 32, 
34, 36, 38",,1.9,2.28,1.938,2F,,,,,,,0,1,1,,,,,
,Hit 13,41,,2.8,3.36,2.856,2F,,,,,,,0,1,1,,,,,
,"着地, 対地のみ",1,,1,1.2,1.2,2F,,,,,,,0,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,,
必殺ワザ,,,,,,,,,,,,,,,,,,,,,
NB (たまご産み),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上・空中,失敗,19-22,41,,,,,,,,,,,,,,,,,5F目,TRUE
,成功,43,59,7,8.4,,全身無敵：29-51F,,,,,,,,,,,,,,
横B (ごろごろたまご),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上・空中,転がり,"31-*
(Rehit: 32)",,10+,12+,10F+,"ダメージは速度依存。
最大の全体フレームは239F。",,,,,,,0,1,1,TRUE,FALSE,,5F目,TRUE
,解除,,39,,,,,,,,,,,,,,,,,,
上B (たまご投げ),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上・空中,,16-61,55,6,7.2,3F,ガケつかまり(前後)：22F目以降,,,,,,,0,1,1,TRUE,FALSE,TRUE,5F目,TRUE
,炸裂,1-3,,6,7.2,3F,,,,,,,,,,,FALSE,FALSE,FALSE,,
下B (ヒップドロップ),,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),ガード硬直,備考,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,相殺,相殺ﾓｰｼｮﾝ,飛び道具,慣性反転,向き反転
地上,"Hit 1, 対地のみ",7,(77),4,4.8,5F,"ガケつかまり(前後)：29F目以降 (地上)
ガケつかまり(前後)：18F目以降 (空中)",,,,,,,0,1,1,TRUE,FALSE,,FALSE,TRUE
,Hit 2,27-*,,15,18,14F,,,,,,,,10,1,1,TRUE,FALSE,,,
空中,,19-*,,12,14.4,11F,,,,,,,,10,1,1,TRUE,FALSE,,,
地上・空中,着地,4-13,39,4,4.8,2F,,,,,,,,6,1,1,TRUE,FALSE,TRUE,,
,,,,,,,,,,,,,,,,,,,,,
つかみ・投げ,,,,,,,,,,,,,,,,,,,,,
,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),,,,,,,,,,,,,,,,
つかみ攻撃,つかみ攻撃,1,6,1.3,1.56,,,,,,,,,,,,,,,,
つかみ,その場,"14-21
14-15",48,,,,,,,,,,,,,,,,,,
,ダッシュ,"16-23
16-17",56,,,,,,,,,,,,,,,,,,
,ふりむき,"17-24
17-18",51,,,,,,,,,,,,,,,,,,
投げ,,判定持続,全体フレーム,基礎ダメージ,ダメージ (1v1),備考,,,,ベクトル,KBG (R.E.),BKB (R.A.),FKB (R.F.),盾削り値,ﾋｯﾄｽﾄｯﾌﾟ,ずらし,,,,,
前投げ,打撃,,39,,,,,,,,,,,,,,,,,,
,投げ,15,,9,10.8,,,,,,,,,,,,,,,,
後投げ,打撃,,43,,,,,,,,,,,,,,,,,,
,投げ,20,,9,10.8,,,,,,,,,,,,,,,,
上投げ,打撃,,43,,,,,,,,,,,,,,,,,,
,投げ,13,,5,6,,,,,,,,,,,,,,,,
下投げ,打撃,,43,,,17F目から8F硬直。,,,,,,,,,,,,,,,
,投げ,18,,4,4.8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
回避,,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,無敵 (ペナ最大),全体フレーム,全体 (ペナ最大),,,,,,,,,,,,,,,,
地上回避,その場,3-17,6-17,26 (21),35 (28),,,,,,,,,,,,,,,,
,前方,4-15,8-14,30,40,,,,,,,,,,,,,,,,
,後方,5-16,9-14,35,53,,,,,,,,,,,,,,,,
空中回避,通常,3-30,6-27,58,,,,,,,,,,,,,,,,,
,移動,3-21,6-20,"真横：97
真上：130
真下：79",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
共通動作 (ガケ・受け身...),,,,,,,,,,,,,,,,,,,,,
,,無敵フレーム,全体フレーム,判定持続,基礎ダメージ,ダメージ (1v1),,,,アイテム取得,,取得フレーム,全体フレーム,,,,,,,,
ガケ行動,ガケつかまり,,19,,,,,,,小アイテム,その場,-,7,,,,,,,,
,その場,1-31,32,,,,,,,,歩き,-,19,,,,,,,,
,回避,1-26,45,,,,,,,アイテム投擲,,投擲フレーム,全体フレーム,,,,,,,,
,ジャンプ,1-12,14,,,,,,,地上投擲,前投げ,8,20,,,,,,,,
,攻撃,1-23,55,21-23,9,10.8,,,,,後投げ,7,20,,,,,,,,
受け身,その場,1-20,26,,,,,,,,上投げ,8,20,,,,,,,,
,前方,1-20,40,,,,,,,,下投げ,7,18,,,,,,,,
,後方,1-20,40,,,,,,,,ダッシュ,7,35,,,,,,,,
あお向けダウン,倒れ,,25,,,,,,,,その場捨て,6,23,,,,,,,,
,その場,1-22,29,,,,,,,空中投擲,前投げ,8,20,,,,,,,,
,前方,1-19,35,,,,,,,,後投げ,7,20,,,,,,,,
,後方,1-24,35,,,,,,,,上投げ,8,20,,,,,,,,
,攻撃1,1-21,45,14-15,7,8.4,,,,,下投げ,8,18,,,,,,,,
,攻撃2,,,20-21,7,8.4,,,,踏み台ジャンプ,,全体フレーム,,,,,,,,,
うつ伏せダウン,倒れ,,25,,,,,,,踏み,踏み,8,,,,,,,,,
